ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8018,0,2,2,0,130,3,2,1,5,492,1
8019,1,2,5,4,193,2,1,1,2,635,1
8020,2,2,5,3,185,2,1,1,8,933,0
8021,4,2,3,0,162,3,1,0,3,29,0
8022,3,2,4,1,167,2,1,0,7,615,0
8023,4,2,3,2,149,3,1,0,1,902,0
8024,0,2,5,2,200,2,2,1,7,799,1
8025,1,2,5,2,190,2,1,0,4,836,1
8026,2,2,4,2,156,0,1,1,0,732,0
8027,4,2,4,4,205,2,1,0,6,380,1
8028,3,2,5,0,194,2,1,1,3,470,0
8029,4,2,5,0,151,2,2,1,5,288,1
8030,0,2,3,4,142,4,1,0,2,928,1
8031,1,2,3,1,167,3,2,0,9,55,0
8032,2,2,3,1,167,2,1,1,2,717,1
8033,4,2,3,1,152,3,1,0,2,43,1
8034,3,2,5,1,193,3,1,1,0,174,0
8035,4,2,2,3,160,3,0,1,0,892,1
8036,0,2,4,1,191,2,1,0,6,809,1
8037,1,2,2,1,154,3,2,1,9,24,1
8038,2,2,5,2,205,2,2,1,0,929,1
8039,4,2,2,0,149,3,1,0,2,518,0
8040,3,2,2,4,130,3,2,1,7,129,0
8041,4,2,4,1,176,3,1,1,7,42,0
8042,0,2,1,2,211,3,1,0,2,559,1
8043,1,2,4,0,42,1,1,1,5,585,0
8044,2,2,3,0,152,3,1,0,7,783,0
8045,4,2,3,0,211,2,1,1,7,493,1
8046,3,2,4,1,160,2,1,0,5,489,0
8047,4,2,4,4,205,3,1,1,7,427,0
8048,0,2,5,2,149,2,2,0,9,591,1
8049,1,2,0,1,72,0,2,0,1,222,1
8050,2,2,4,0,199,2,1,1,9,581,0
8051,4,2,4,3,203,2,1,1,8,509,0
8052,3,2,4,3,157,2,2,1,8,470,0
8053,4,2,5,3,173,2,2,1,4,69,0
8054,0,2,3,0,171,3,2,0,9,791,0
8055,1,2,1,4,116,1,2,1,6,2522,1
8056,2,1,3,2,162,1,2,0,0,3762,0
8057,4,1,2,2,40,1,1,1,5,2996,1
8058,3,1,1,0,5,0,2,0,0,3612,0
8059,4,1,3,1,95,2,1,0,2,3627,0
8060,0,1,3,4,90,2,1,1,2,2402,0
8061,1,1,2,3,8,3,1,0,6,3638,0
8062,2,1,2,2,105,2,2,0,2,2889,0
8063,4,1,1,1,139,0,2,0,9,2288,0
8064,3,1,2,3,175,4,0,1,2,3272,0
8065,4,1,0,2,37,2,1,0,4,4014,1
8066,0,1,1,0,160,2,1,1,5,2906,1
8067,1,1,1,0,129,0,1,0,1,2547,1
8068,2,1,3,2,106,1,1,1,3,2250,1
8069,4,1,2,3,118,1,2,0,0,2813,0
8070,3,1,4,2,121,4,2,1,2,2325,0
8071,4,1,2,0,145,0,1,1,2,3718,0
8072,0,1,0,2,167,1,1,1,9,4022,0
8073,1,1,2,1,177,0,1,0,8,2337,0
8074,2,1,2,3,103,1,1,0,8,3097,0
8075,4,1,2,0,102,2,2,0,8,3440,0
8076,3,1,0,3,5,4,1,0,5,3158,1
8077,4,1,2,3,59,2,1,0,9,3536,1
8078,0,0,0,0,59,0,1,1,1,3707,1
8079,1,0,2,2,21,1,2,0,3,2763,0
8080,2,0,1,1,166,0,1,1,4,3788,1
8081,4,0,3,3,46,1,1,0,7,3521,1
8082,3,0,2,3,19,1,2,1,6,2707,0
8083,4,0,2,3,79,1,1,0,5,2700,1
8084,0,0,0,4,143,0,1,0,8,3423,1
8085,1,0,2,0,75,0,1,1,2,2386,0
8086,2,0,2,3,78,1,1,1,7,2459,0
8087,4,0,2,0,68,1,0,0,0,3545,0
8088,3,0,1,1,166,0,2,1,3,3779,0
8089,4,0,1,4,166,0,2,0,6,2532,1
8090,0,0,1,0,149,1,1,0,3,3503,0
8091,1,0,1,3,88,1,1,0,1,2961,0
8092,2,0,3,0,135,0,1,1,9,2978,1
8093,4,0,3,0,130,2,0,0,1,3648,0
8094,3,0,2,0,115,1,2,0,1,3883,0
8095,4,0,2,1,170,3,2,1,2,2678,0
8096,0,0,2,1,120,1,1,1,3,2422,1
8097,1,0,2,2,57,1,1,1,4,3784,1
8098,2,0,0,1,146,1,0,1,8,2813,0
8099,4,0,3,0,186,3,1,1,5,3253,1
8100,3,2,2,0,69,1,2,0,9,2674,0
8101,4,2,1,0,50,1,2,1,8,3028,1
8102,0,2,3,2,17,1,2,0,4,2838,0
8103,1,2,1,1,65,1,2,0,0,3796,0
8104,2,2,0,1,123,0,2,1,7,2620,0
8105,4,2,2,1,141,0,1,0,0,3327,0
8106,3,2,2,2,150,1,1,1,4,2495,0
8107,4,2,1,3,133,4,2,0,2,3524,0
8108,0,2,1,2,99,1,1,1,0,2340,0
8109,1,2,2,2,64,0,1,1,4,2624,1
8110,2,2,1,4,48,0,2,1,5,4008,0
8111,4,2,1,2,121,2,2,0,2,3650,0
8112,3,2,1,3,144,1,0,0,5,2523,0
8113,4,2,1,1,114,1,2,1,7,2133,0
8114,0,2,2,1,153,1,1,0,8,3512,1
8115,1,2,2,0,82,1,0,1,2,3573,1
8116,2,2,4,3,128,2,1,0,5,2597,0
8117,4,2,1,0,46,1,2,0,9,3000,1
8118,3,2,2,4,67,0,2,0,9,3582,1
8119,4,2,2,0,165,2,2,0,9,2730,0
8120,0,2,1,3,55,1,2,1,4,2861,1
8121,1,2,2,1,101,0,2,1,2,2811,1
8122,2,2,4,2,59,0,2,0,0,2298,1
8123,4,2,1,4,56,2,2,1,1,2901,0
8124,3,2,2,4,179,4,1,1,2,3090,0
8125,4,2,1,0,6,2,2,0,3,3965,1
8126,0,2,2,0,189,0,1,1,3,2512,0
8127,1,2,2,4,152,0,2,1,9,2477,1
8128,2,2,1,3,178,1,1,0,6,3116,1
8129,4,2,2,3,8,2,1,1,5,2436,1
8130,3,2,3,3,80,1,2,1,9,3509,0
8131,4,2,3,3,141,1,2,0,0,2480,0
8132,0,2,2,3,151,0,2,1,8,3173,0
8133,1,2,3,4,116,3,1,0,5,2570,0
8134,2,2,2,4,130,0,1,1,0,2634,0
8135,4,2,4,1,117,0,2,0,6,3471,0
8136,3,2,2,2,81,1,1,1,0,3347,0
8137,4,2,2,4,139,2,2,1,5,2731,1
8138,0,2,1,3,167,1,2,0,1,3782,1
8139,1,2,1,2,85,1,1,0,9,3398,0
8140,2,2,1,1,82,0,2,0,1,2239,0
8141,4,2,1,4,147,1,2,0,3,2246,1
8142,3,2,1,2,134,1,2,0,1,2837,1
8143,4,2,2,2,10,0,2,0,5,3899,0
8144,0,2,2,4,170,1,2,0,1,2954,0
8145,1,2,3,1,188,2,1,1,0,2287,1
8146,2,2,0,4,137,1,1,1,8,2846,1
8147,4,2,1,2,104,1,0,0,1,2870,1
8148,3,2,1,1,80,0,2,0,0,3357,0
8149,4,2,3,0,183,3,2,1,3,2516,1
8150,0,2,1,2,68,1,0,1,8,3149,0
8151,1,2,2,2,67,1,1,0,9,3084,1
8152,2,2,2,4,158,1,2,0,2,2515,0
8153,4,2,3,3,138,1,1,0,1,2384,0
8154,3,2,2,0,95,1,1,0,7,2142,1
8155,4,2,1,2,128,1,2,0,4,2330,1
8156,0,2,1,0,154,0,1,0,4,2347,0
8157,1,2,2,4,5,4,2,1,7,2262,0
8158,2,2,1,1,131,1,2,1,5,3137,0
8159,4,2,1,0,77,0,2,0,3,3574,0
8160,3,2,2,2,113,3,2,1,5,2495,0
8161,4,2,1,4,145,1,1,0,3,2248,0
8162,0,2,3,4,161,1,2,0,8,3997,0
8163,1,2,3,0,50,1,0,0,2,2456,1
8164,2,2,0,2,33,3,2,1,2,3498,1
8165,4,2,1,3,189,1,1,1,8,2862,1
8166,3,2,1,0,37,1,1,0,4,3281,1
8167,4,2,2,1,89,1,1,1,0,2879,0
8168,0,2,3,4,97,2,2,1,7,3757,0
8169,1,2,3,3,132,4,2,1,4,3057,1
8170,2,2,1,2,83,0,1,1,4,3137,0
8171,4,2,2,1,128,1,1,0,8,2982,0
8172,3,2,1,1,183,4,2,1,0,3887,0
8173,4,2,2,1,85,1,2,1,3,3760,0
8174,0,2,3,4,102,0,2,1,8,2628,0
8175,1,2,1,4,97,1,2,0,3,3850,0
8176,2,2,3,3,88,1,1,0,0,2324,1
8177,4,2,3,1,43,1,1,1,8,3950,0
8178,3,2,3,2,114,1,1,1,4,2661,1
8179,4,2,2,2,129,0,1,1,1,2622,1
8180,0,2,1,0,93,0,1,0,4,2833,0
8181,1,2,2,4,68,2,1,0,3,3777,0
8182,2,2,1,4,100,1,1,1,0,3367,1
8183,4,2,3,2,150,0,2,0,0,2635,0
8184,3,2,2,3,92,2,1,0,9,2671,1
8185,4,2,1,2,154,0,2,0,3,2491,0
8186,0,2,2,1,60,2,2,0,1,3831,1
8187,1,2,1,0,122,2,1,1,5,3533,1
8188,2,2,3,4,76,0,1,1,4,3827,0
8189,4,2,1,0,163,0,1,0,2,2491,0
8190,3,2,1,2,135,1,2,0,8,2721,1
8191,4,2,3,1,128,1,0,1,3,2386,0
8192,0,2,2,4,105,1,1,1,6,2168,0
8193,1,1,2,1,93,0,2,1,4,2485,0
8194,2,1,3,3,169,1,2,1,9,2665,0
8195,4,1,1,4,51,1,2,1,4,3417,1
8196,3,1,2,3,99,1,1,0,5,3820,0
8197,4,1,2,4,120,1,2,0,6,3922,0
8198,0,1,2,1,52,0,1,1,4,2152,0
8199,1,1,3,3,84,2,2,0,6,2316,1
8200,2,1,1,2,73,1,1,0,6,4001,0
8201,4,1,1,3,104,1,1,0,6,3457,0
8202,3,1,1,2,159,0,1,0,9,3679,0
8203,4,1,2,2,142,0,1,0,0,2171,0
8204,0,1,1,3,67,1,2,1,4,3166,1
8205,1,1,2,4,81,1,2,1,6,2152,1
8206,2,1,2,4,110,1,2,1,4,3822,1
8207,4,1,1,3,79,1,1,0,1,3337,0
8208,3,1,3,4,151,0,2,1,4,2365,0
8209,4,1,2,2,56,2,2,0,3,3843,0
8210,0,1,2,3,66,1,1,0,7,3451,0
8211,1,1,1,3,110,1,2,0,4,3946,0
8212,2,1,1,3,90,2,1,0,5,3593,0
8213,4,1,2,4,83,1,1,0,3,2591,0
8214,3,1,1,4,76,1,2,0,6,3014,0
8215,4,0,1,2,62,0,2,1,6,2952,0
8216,0,0,4,4,47,3,0,1,8,2180,0
8217,1,0,3,2,75,1,2,0,6,3076,0
8218,2,0,2,1,79,1,0,1,3,2536,0
8219,4,0,2,4,77,1,2,0,7,2161,1
8220,3,0,2,3,172,1,2,1,9,2633,0
8221,4,0,2,4,136,1,1,0,7,3953,0
8222,0,0,2,1,107,2,2,0,8,2333,0
8223,1,0,1,3,44,1,1,1,2,3364,0
8224,2,0,1,3,42,1,2,0,9,2440,1
8225,4,0,3,0,166,1,2,1,8,3220,0
8226,3,0,2,0,149,1,1,0,8,2145,1
8227,4,0,1,3,128,1,1,0,9,2898,1
8228,0,0,1,3,90,0,1,0,3,2685,0
8229,1,0,2,1,186,2,2,1,4,3478,1
8230,2,0,3,0,170,1,1,1,7,2879,1
8231,4,0,2,1,160,2,1,0,6,3620,0
8232,3,0,1,2,59,1,2,0,6,3517,0
8233,4,0,0,3,46,1,0,1,1,3744,0
8234,0,0,4,2,133,6,2,1,5,2700,0
8235,1,0,2,2,115,6,2,0,5,3632,0
8236,2,0,3,0,168,4,0,0,3,3398,0
8237,4,2,4,0,121,2,2,1,2,3620,0
8238,3,2,3,2,49,1,1,1,2,2197,1
8239,4,2,1,1,89,2,1,1,5,3886,0
8240,0,2,2,3,125,7,0,1,5,3631,1
8241,1,2,2,4,112,1,1,0,7,2730,0
8242,2,2,2,4,164,0,2,1,1,3427,0
8243,4,2,2,3,81,5,1,0,2,3692,1
8244,3,2,2,0,48,2,1,0,9,2291,0
8245,4,2,1,4,78,0,1,0,3,3736,0
8246,0,2,1,1,119,2,0,1,0,2274,0
8247,1,2,2,4,174,7,2,1,8,3163,1
8248,2,2,1,3,113,0,0,1,9,2642,0
8249,4,2,3,0,7,3,1,0,9,3469,1
8250,3,2,3,0,88,1,1,0,9,2771,1
8251,4,2,3,2,130,0,0,0,5,3113,0
8252,0,2,3,1,62,1,1,1,3,2437,0
8253,1,2,1,1,178,0,0,1,1,3109,0
8254,2,2,1,3,149,1,2,0,6,3484,0
8255,4,2,3,2,158,4,1,1,7,897,0
8256,3,2,3,2,156,3,1,1,1,302,1
8257,4,2,4,3,158,2,1,1,1,170,0
8258,0,2,2,2,167,3,1,0,9,737,0
8259,1,2,3,0,160,3,1,0,4,933,0
8260,2,2,4,4,168,2,2,0,8,887,1
8261,4,2,2,1,141,3,1,1,5,711,1
8262,3,2,2,0,130,3,2,0,1,877,0
8263,4,2,5,0,193,2,1,0,3,524,1
8264,0,2,5,0,185,2,1,0,8,230,0
8265,1,2,3,4,162,3,1,1,5,64,1
8266,2,2,4,3,167,2,1,1,2,270,0
8267,4,2,3,2,149,3,1,0,0,586,0
8268,3,2,5,2,200,2,2,0,6,411,0
8269,4,2,5,3,190,2,1,1,2,256,1
8270,0,2,4,2,156,0,1,1,5,452,1
8271,1,2,4,4,205,2,1,0,3,686,1
8272,2,2,5,3,194,2,1,0,9,856,1
8273,4,2,5,1,151,2,2,0,8,92,1
8274,3,2,1,0,42,1,2,0,1,2860,1
8275,4,2,3,3,166,1,2,0,5,2538,0
8276,0,2,2,1,149,1,1,0,4,3294,0
8277,1,2,1,0,128,1,1,0,0,2949,1
8278,2,2,1,0,90,0,1,0,0,3133,1
8279,4,2,2,0,186,2,2,1,9,3144,0
8280,3,2,3,3,170,1,1,1,1,3326,1
8281,4,2,2,4,160,2,1,0,7,3311,1
8282,0,2,1,0,59,1,2,0,6,3752,0
8283,1,2,0,4,46,1,0,1,9,3245,0
8284,2,2,4,4,133,6,2,0,1,2386,1
8285,4,2,2,2,115,6,2,0,2,2651,0
8286,3,2,3,4,168,4,0,1,7,2741,1
8287,4,2,4,3,121,2,2,0,3,2362,1
8288,0,2,3,3,49,1,1,1,1,2596,1
8289,1,2,1,4,89,2,1,1,8,3748,0
8290,2,2,2,4,125,7,0,1,8,2743,0
8291,4,2,2,1,112,1,1,1,7,2453,0
8292,3,2,2,3,164,0,2,1,5,2579,0
8293,4,2,2,4,81,5,1,0,1,2412,0
8294,0,2,2,0,48,2,1,1,7,3053,0
8295,1,2,1,2,78,0,1,0,0,3608,0
8296,2,2,1,1,119,2,0,1,1,2770,1
8297,4,2,2,0,174,7,2,0,4,3547,1
8298,3,2,1,3,113,0,0,0,4,2474,0
8299,4,2,3,0,7,3,1,1,2,3049,0
8300,0,2,3,1,88,1,1,0,3,2653,0
8301,1,2,3,2,130,0,0,0,1,2335,0
8302,2,2,3,3,62,1,1,0,9,2767,1
8303,4,2,1,0,178,0,0,1,1,2463,0
8304,3,2,1,1,149,1,2,0,6,2238,0
8305,4,2,3,3,158,4,1,1,3,820,1
8306,0,2,3,3,156,3,1,1,8,129,1
8307,1,2,4,1,158,2,1,0,8,606,0
8308,2,2,2,0,167,3,1,1,2,752,0
8309,4,2,3,4,160,3,1,0,9,322,1
8310,3,2,4,2,168,2,2,1,4,384,0
8311,4,2,2,0,141,3,1,0,4,38,0
8312,0,2,2,0,130,3,2,1,5,701,0
8313,1,2,5,3,193,2,1,1,0,636,0
8314,2,2,5,1,185,2,1,0,5,114,1
8315,4,2,3,4,162,3,1,0,9,698,1
8316,3,2,4,4,167,2,1,1,9,648,0
8317,4,2,3,2,149,3,1,0,9,108,0
8318,0,2,5,2,200,2,2,0,1,295,1
8319,1,2,5,2,190,2,1,1,1,691,1
8320,2,2,4,4,203,2,1,0,0,609,1
8321,4,2,4,3,157,2,2,1,9,242,0
8322,3,2,5,4,173,2,2,0,8,807,0
8323,4,2,3,0,171,3,2,0,2,190,1
8324,0,2,3,3,130,3,2,0,3,500,0
8325,1,2,4,3,182,2,1,1,2,137,1
8326,2,2,2,3,136,3,2,1,1,373,0
8327,4,2,4,3,191,2,1,0,4,935,1
8328,3,2,2,1,132,3,1,1,5,697,0
8329,4,2,3,0,136,3,1,1,3,751,0
8330,0,1,4,4,212,2,1,1,7,550,1
8331,1,1,5,4,191,2,1,0,7,724,0
8332,2,1,4,2,150,2,2,0,7,718,0
8333,4,1,2,0,166,4,1,1,0,607,1
8334,3,1,4,3,179,2,1,1,9,4,0
8335,4,1,3,3,140,3,2,0,1,643,1
8336,0,1,3,1,125,4,2,1,1,756,1
8337,1,1,3,3,175,3,1,1,3,310,0
8338,2,1,2,3,133,3,1,1,8,348,0
8339,4,1,3,0,195,2,1,0,2,642,1
8340,3,1,3,4,165,4,2,0,0,78,0
8341,4,1,4,3,189,2,2,0,9,406,0
8342,0,1,4,3,166,3,1,1,8,356,0
8343,1,1,2,4,123,3,1,1,1,254,0
8344,2,1,4,0,206,2,1,0,0,602,1
8345,4,1,2,3,173,3,2,0,1,455,0
8346,3,1,3,3,164,3,1,1,9,687,1
8347,4,1,5,1,201,2,1,0,6,370,1
8348,0,1,4,0,182,2,2,1,5,557,0
8349,1,1,3,2,169,3,1,0,2,4,1
8350,2,1,4,1,190,2,1,0,4,242,1
8351,4,1,4,1,152,2,1,0,9,544,1
8352,3,0,4,4,206,2,1,0,6,573,0
8353,4,0,4,0,176,2,1,0,1,17,0
8354,0,0,4,3,183,2,1,0,9,445,1
8355,1,0,2,1,159,3,2,1,1,249,0
8356,2,0,3,3,149,3,2,0,3,746,1
8357,4,0,2,4,151,3,2,1,5,714,0
8358,3,0,4,3,179,2,2,0,4,950,0
8359,4,0,4,2,159,2,2,0,7,778,0
8360,0,0,4,1,147,2,0,1,1,644,1
8361,1,0,2,0,138,4,1,1,6,690,0
8362,2,0,3,1,180,4,2,0,5,40,0
8363,4,0,3,0,132,3,1,0,6,791,0
8364,3,0,3,4,136,4,1,1,1,531,1
8365,4,0,3,0,152,2,1,0,5,908,1
8366,0,0,3,3,40,2,1,1,8,3522,0
8367,1,0,2,2,144,1,1,0,7,2533,0
8368,2,0,2,3,51,1,2,1,8,2636,1
8369,4,0,2,0,126,0,1,0,9,2810,1
8370,3,0,1,2,67,1,2,1,4,3422,0
8371,4,0,3,3,158,1,1,0,3,3658,1
8372,0,0,2,1,150,1,2,1,0,3190,0
8373,1,0,0,0,72,2,1,1,5,2892,0
8374,2,2,2,0,49,1,2,1,7,3000,0
8375,4,2,3,1,128,0,2,1,7,2167,1
8376,3,2,2,4,152,2,1,0,1,2537,0
8377,4,2,1,2,116,0,1,1,1,3199,0
8378,0,2,3,4,172,1,1,0,7,3533,0
8379,1,2,2,0,104,1,2,0,4,2237,1
8380,2,2,3,1,150,1,1,0,8,3831,0
8381,4,2,2,2,46,1,2,1,0,2985,0
8382,3,2,2,2,77,2,1,1,8,3718,0
8383,4,2,3,2,60,2,2,0,7,3900,0
8384,0,2,1,0,127,0,1,1,7,3762,1
8385,1,2,2,4,135,1,1,0,3,3245,1
8386,2,2,0,3,168,1,1,0,0,3491,1
8387,4,2,2,3,79,3,1,1,9,2602,1
8388,3,2,0,3,53,3,2,0,6,3594,0
8389,4,2,1,0,130,0,1,1,6,2799,0
8390,0,2,1,0,37,1,2,0,4,2640,0
8391,1,2,3,1,94,0,1,1,0,3087,0
8392,2,2,1,4,142,0,0,1,4,2172,0
8393,4,2,4,3,56,1,1,1,9,2487,1
8394,3,2,1,3,153,1,0,0,9,3676,1
8395,4,2,2,2,85,0,1,0,3,3669,1
8396,0,2,1,2,143,0,2,0,1,3672,0
8397,1,2,1,0,71,1,2,1,9,2452,1
8398,2,2,1,4,150,1,2,1,0,3696,1
8399,4,2,3,0,43,1,2,0,0,3979,1
8400,3,2,3,0,54,2,1,0,0,3176,0
8401,4,2,1,2,55,1,2,0,0,3361,0
8402,0,2,2,0,90,1,1,0,5,2852,0
8403,1,2,1,3,154,1,1,1,5,3616,0
8404,2,2,2,0,66,1,2,1,5,2454,1
8405,4,2,3,2,39,1,2,0,4,2588,0
8406,3,2,1,0,142,0,2,1,4,2466,1
8407,4,2,4,4,71,0,1,1,9,2135,1
8408,0,2,2,0,173,3,2,1,2,2636,1
8409,1,2,2,1,91,0,2,1,6,2575,1
8410,2,2,1,2,145,0,0,1,1,2926,1
8411,4,2,1,1,72,1,2,1,9,3062,1
8412,3,2,2,3,177,0,1,1,0,3798,1
8413,4,2,2,2,161,1,1,1,7,2555,1
8414,0,2,3,0,109,0,1,0,2,3726,1
8415,1,2,2,0,164,3,1,1,0,3611,1
8416,2,2,0,0,111,1,2,0,9,3451,0
8417,4,2,1,0,106,0,2,1,6,2698,0
8418,3,2,3,0,128,1,1,1,6,3902,1
8419,4,2,3,0,97,0,1,1,7,3255,0
8420,0,2,3,2,103,1,1,0,2,2971,1
8421,1,2,2,2,91,2,1,1,8,3743,1
8422,2,2,3,1,112,1,1,1,5,2839,1
8423,4,2,1,4,132,0,2,0,2,3276,0
8424,3,2,1,2,64,2,2,0,6,3221,0
8425,4,2,1,0,99,1,2,0,2,3987,0
8426,0,2,1,3,144,0,2,0,1,3707,0
8427,1,2,0,1,175,2,2,1,8,2186,0
8428,2,2,2,0,140,1,1,0,7,2231,0
8429,4,2,1,1,103,2,2,0,0,3706,0
8430,3,2,1,0,150,0,1,0,8,3030,0
8431,4,2,1,0,154,2,1,0,7,2149,1
8432,0,2,2,0,92,0,1,1,9,3163,1
8433,1,2,1,1,160,1,1,1,0,3017,0
8434,2,2,1,4,51,1,2,1,7,3337,1
8435,4,2,1,2,138,1,1,0,5,3698,0
8436,3,2,1,0,151,2,1,0,7,3435,1
8437,4,2,3,0,171,2,1,1,4,3828,0
8438,0,2,4,4,150,3,0,0,2,2757,1
8439,1,2,2,0,188,2,1,0,3,2887,1
8440,2,2,1,2,46,4,2,0,1,3789,1
8441,4,2,1,0,36,0,2,1,1,2245,0
8442,3,2,1,4,156,0,0,1,3,2217,1
8443,4,2,2,0,147,1,0,0,4,4014,0
8444,0,2,4,3,185,1,1,0,6,3251,0
8445,1,2,1,4,46,0,1,1,5,3999,1
8446,2,2,1,0,113,0,1,0,1,2942,0
8447,4,2,1,2,61,2,2,0,6,2591,1
8448,3,2,3,0,171,1,1,1,6,3825,1
8449,4,2,3,4,81,3,1,0,0,2490,1
8450,0,2,2,2,118,0,2,0,5,2456,0
8451,1,2,2,2,151,1,1,0,3,3045,1
8452,2,2,1,0,172,2,1,1,9,3294,1
8453,4,2,3,2,146,1,2,0,5,3094,1
8454,3,2,0,3,80,1,1,1,0,2613,0
8455,4,2,3,4,135,1,2,0,9,3421,0
8456,0,2,1,4,28,0,2,1,0,3752,1
8457,1,2,1,1,83,1,1,1,3,2220,1
8458,2,2,2,2,111,1,1,0,6,2336,1
8459,4,2,2,1,32,1,2,1,6,3721,1
8460,3,2,1,4,71,0,2,0,7,3161,0
8461,4,2,1,1,147,2,2,1,4,2767,1
8462,0,2,2,4,156,2,1,0,5,3066,0
8463,1,2,2,0,106,0,2,1,9,3483,1
8464,2,2,2,2,145,0,2,1,2,2734,1
8465,4,2,2,4,86,0,2,0,9,3176,1
8466,3,2,0,1,60,1,1,0,4,3675,1
8467,4,1,2,3,170,1,1,0,5,3797,1
8468,0,1,2,0,132,1,1,0,8,2775,0
8469,1,1,2,4,114,2,1,1,2,3487,1
8470,2,1,1,4,39,0,2,1,6,3392,0
8471,4,1,2,4,152,0,2,1,3,2882,1
8472,3,1,1,2,131,1,2,1,2,3690,0
8473,4,1,1,1,161,1,2,1,1,3539,1
8474,0,1,2,4,103,1,1,1,1,2569,0
8475,1,1,2,2,136,0,1,1,0,3455,0
8476,2,1,3,0,162,4,1,0,6,2455,0
8477,4,1,3,0,172,1,2,0,4,3709,0
8478,3,1,1,3,164,3,1,1,1,2568,0
8479,4,1,2,1,94,0,2,0,0,2141,1
8480,0,1,3,4,80,1,2,0,7,3396,1
8481,1,1,1,1,131,0,1,1,9,3458,0
8482,2,1,4,3,54,3,2,0,7,2805,0
8483,4,1,1,1,64,0,0,1,3,2487,0
8484,3,1,4,2,17,0,2,0,3,3204,1
8485,4,1,3,0,49,1,1,0,4,3099,0
8486,0,1,2,3,110,1,1,1,1,3621,1
8487,1,1,1,0,111,1,1,0,4,2740,1
8488,2,1,1,2,37,0,2,1,7,2356,0
8489,4,0,1,4,165,1,1,0,9,2340,1
8490,3,0,2,0,98,0,2,0,0,2314,0
8491,4,0,1,0,148,1,2,1,5,2182,1
8492,0,0,2,4,54,1,1,1,4,2616,0
8493,1,0,1,0,171,0,1,1,6,2590,1
8494,2,0,1,1,155,0,2,0,3,2194,0
8495,4,0,2,1,89,1,1,1,7,2435,1
8496,3,0,0,0,16,3,1,0,0,2645,0
8497,4,0,1,1,168,2,2,1,0,2963,0
8498,0,0,3,3,178,1,1,1,0,3098,1
8499,1,0,2,4,138,1,2,0,9,2320,1
8500,2,0,1,0,61,0,2,1,6,3612,0
8501,4,0,4,0,151,4,2,0,5,2787,0
8502,3,0,3,0,83,0,0,1,7,3365,1
8503,4,0,1,0,106,0,2,0,9,2523,1
8504,0,0,2,1,52,0,2,1,2,2748,0
8505,1,0,3,0,87,4,2,0,1,3160,0
8506,2,0,1,1,133,1,2,1,8,2595,1
8507,4,0,1,3,100,2,1,1,4,2844,1
8508,3,0,1,2,168,1,1,0,5,3535,1
8509,4,0,1,1,137,2,2,1,0,3917,0
8510,0,0,1,0,70,0,1,0,6,2486,0
8511,1,2,3,2,89,0,1,1,1,3476,0
8512,2,2,1,4,88,1,1,0,1,2468,1
8513,4,2,4,2,2,4,1,1,8,2880,1
8514,3,2,1,1,81,0,0,0,6,2858,1
8515,4,2,1,4,97,0,1,0,9,3813,0
8516,0,2,1,2,69,0,2,1,0,2862,0
8517,1,2,2,3,87,2,1,0,5,2662,1
8518,2,2,2,3,65,1,1,1,1,3323,0
8519,4,2,0,0,142,0,1,0,3,3074,0
8520,3,2,1,4,95,2,1,1,3,2130,1
8521,4,2,1,1,69,1,1,1,5,3688,0
8522,0,2,1,4,137,0,2,1,0,2998,0
8523,1,2,2,0,138,0,2,1,3,3145,1
8524,2,2,2,0,156,1,2,1,3,3593,0
8525,4,2,1,0,59,1,1,0,8,3592,0
8526,3,2,1,4,173,6,2,1,7,2569,0
8527,4,2,2,4,128,0,1,1,7,3903,0
8528,0,2,3,2,134,1,2,0,6,2932,0
8529,1,2,2,4,157,1,1,0,8,2321,0
8530,2,2,3,1,85,1,1,1,3,2436,0
8531,4,2,2,1,137,2,0,0,0,2429,0
8532,3,2,2,0,147,3,2,0,0,2722,1
8533,4,2,3,3,175,0,2,0,5,2893,1
8534,0,2,2,2,38,2,1,0,4,2611,1
8535,1,2,1,4,58,7,0,0,9,3347,1
8536,2,2,4,0,126,6,1,1,1,2999,0
8537,4,2,1,3,155,7,2,0,1,2448,1
8538,3,2,2,2,143,1,1,1,9,2141,0
8539,4,2,3,3,115,1,1,1,8,2993,0
8540,0,2,1,3,99,7,1,1,4,3976,1
8541,1,2,2,3,128,7,2,0,8,2265,0
8542,2,2,2,4,48,6,2,0,1,3039,1
8543,4,2,2,1,71,2,0,1,4,3316,0
8544,3,2,1,0,92,2,2,0,7,3915,1
8545,4,2,0,3,149,0,2,0,2,3882,1
8546,0,2,0,4,116,0,0,0,2,2500,0
8547,1,2,1,2,144,1,1,0,4,2974,1
8548,2,2,3,1,130,3,2,1,4,313,0
8549,4,2,4,4,182,2,1,1,1,163,1
8550,3,2,2,1,136,3,2,0,3,758,0
8551,4,2,4,2,191,2,1,1,2,797,0
8552,0,2,2,3,132,3,1,0,0,763,1
8553,1,2,3,3,136,3,1,1,9,494,0
8554,2,2,4,4,212,2,1,1,7,160,1
8555,4,2,5,3,191,2,1,1,8,646,1
8556,3,2,4,3,150,2,2,1,2,822,0
